Co_Code,year_end,net_Sales,equity_paid_up,PAT,PBIDT,Debt-Equity Ratio[Latest],PBIDTM-(%)[Latest]
1227,201103,219.52,15.95,25.82,39.94,0.13,12.92
1227,201203,190.83,15.95,10.01,18.25,0.13,12.92
1227,201303,179.94,15.95,10.86,21.46,0.13,12.92
1227,201403,223.16,15.95,14.21,25.24,0.13,12.92
1227,201503,271.28,15.95,22.4,38.1,0.13,12.92
1227,201603,299.08,15.95,22.47,42.02,0.13,12.92
1250,201103,851.76,9.39,73.03,122.09,1.98,7.71
1250,201203,990.29,9.39,41.06,84.38,1.98,7.71
1250,201303,1426.42,9.39,24.78,77.88,1.98,7.71
1250,201403,1736.12,9.39,34.04,107.0,1.98,7.71
1250,201503,1730.81,9.39,18.7,134.06,1.98,7.71
1250,201603,2121.86,14.09,29.85,163.84,1.98,7.71
1252,201103,1977.73,124.04,76.17,249.05,0.49,14.25
1252,201203,2099.77,124.09,75.15,247.21,0.49,14.25
1252,201303,2144.83,124.09,136.14,296.03,0.49,14.25
1252,201403,2453.03,124.1,170.15,370.53,0.49,14.25
1252,201503,2476.15,124.1,47.78,209.82,0.49,14.25
1252,201603,2452.83,124.1,233.59,438.7,0.49,14.25
1254,201103,219.7,5.71,10.85,29.56,0.22,9.96
1254,201203,231.12,5.71,7.63,24.94,0.22,9.96
1254,201303,265.07,5.71,8.56,27.65,0.22,9.96
1254,201403,322.01,5.71,12.57,33.42,0.22,9.96
1254,201503,321.78,5.71,13.7,38.67,0.22,9.96
1254,201603,322.19,5.71,48.0,74.08,0.22,9.96
1255,201106,1913.18,46.63,81.82,467.91,1.9,20.15
1255,201206,2310.66,44.11,291.56,815.16,1.9,20.15
1255,201309,3019.38,43.72,450.72,1140.07,1.9,20.15
1255,201409,3950.68,44.06,323.36,1241.36,1.9,20.15
1255,201509,3740.82,44.95,-115.59,1126.18,1.9,20.15
1255,201603,1484.66,44.95,-660.84,-112.2,1.9,20.15
1258,201103,397.27,21.6,26.6,78.8,1.53,12.25
1258,201203,331.95,21.6,-19.43,18.05,1.53,12.25
1258,201303,419.16,21.6,22.29,77.49,1.53,12.25
1258,201403,504.47,21.6,20.86,73.53,1.53,12.25
1258,201503,465.29,21.6,8.89,55.06,1.53,12.25
1258,201603,449.93,21.6,10.85,55.13,1.53,12.25
1259,201103,292.78,19.46,32.37,83.73,1.5,19.76
1259,201203,400.01,20.29,32.75,91.29,1.5,19.76
1259,201303,427.62,19.89,38.01,101.83,1.5,19.76
1259,201403,604.2,59.48,39.02,114.02,1.5,19.76
1259,201503,770.2,59.48,30.51,94.21,1.5,19.76
1259,201603,448.47,59.48,15.0,88.63,1.5,19.76
1287,201103,105.77,12.73,-2.27,8.64,0.0,1.9
1287,201203,114.61,12.73,-10.58,0.79,0.0,1.9
1287,201309,148.75,12.73,18.03,26.36,0.0,1.9
1287,201403,24.05,12.73,-1.78,-0.55,0.0,1.9
1287,201503,38.39,12.73,0.19,0.76,0.0,1.9
1287,201603,40.48,12.73,0.14,0.78,0.0,1.9
1291,201103,1052.6,11.47,100.84,162.22,0.05,16.23
1291,201203,877.39,11.47,51.15,89.7,0.05,16.23
1291,201303,813.47,12.84,65.82,104.56,0.05,16.23
1291,201403,749.49,14.49,49.2,79.56,0.05,16.23
1291,201503,444.86,14.49,40.73,74.41,0.05,16.23
1291,201603,319.74,14.49,30.08,62.64,0.05,16.23
1305,201103,0.63,37.41,-8.5,-8.5,0.0,-4320.14
1305,201203,0.56,37.41,-19.36,-19.37,0.0,-4320.14
1305,201303,0.46,37.41,-62.21,-62.21,0.0,-4320.14
1310,201103,622.02,113.22,-1.87,32.46,0.0,-3.63
1310,201203,503.98,113.22,-25.99,-1.8,0.0,-3.63
1310,201303,356.44,113.22,-21.95,1.14,0.0,-3.63
1310,201403,93.2,113.22,-21.89,-2.17,0.0,-3.63
1310,201503,82.8,113.22,-16.92,-3.05,0.0,-3.63
1313,201103,1861.91,168.31,-400.71,229.27,0.0,-8.17
1313,201203,2082.13,168.31,-319.42,259.08,0.0,-8.17
1313,201303,1466.31,168.31,-459.17,88.33,0.0,-8.17
1313,201312,944.36,198.31,-446.66,-129.28,0.0,-8.17
1313,201412,984.63,208.31,-708.3,-308.87,0.0,-8.17
1313,201603,759.59,221.77,-703.65,-319.73,0.0,-8.17
1318,201103,1156.82,21.39,21.29,94.62,0.54,4.98
1318,201203,1287.02,21.39,28.13,105.42,0.54,4.98
1318,201303,1098.3,21.39,15.51,80.36,0.54,4.98
1318,201403,975.41,21.39,-6.26,47.89,0.54,4.98
1318,201503,1004.26,21.39,8.26,58.59,0.54,4.98
1318,201603,1026.86,21.39,7.91,58.11,0.54,4.98
1320,201103,2537.21,6.98,102.21,448.08,2.29,24.61
1320,201203,2549.64,6.98,60.43,436.46,2.29,24.61
1320,201303,3103.21,6.98,49.22,549.39,2.29,24.61
1320,201403,2703.96,7.62,25.0,519.11,2.29,24.61
1320,201503,2472.81,7.68,11.89,626.08,2.29,24.61
1321,201103,0.43,21.2,3.84,4.32,0.0,-9320.0
1321,201203,0.05,21.2,-5.59,-4.66,0.0,-9320.0
1322,201103,40.0,13.24,19.84,37.06,0.64,80.48
1322,201203,40.0,13.24,17.49,38.27,0.64,80.48
1322,201303,40.0,13.24,16.88,37.55,0.64,80.48
1322,201403,40.0,13.24,17.62,36.52,0.64,80.48
1322,201503,40.0,13.24,15.05,32.19,0.64,80.48
1322,201603,45.83,13.24,24.24,43.25,0.64,80.48
1338,201103,656.16,14.84,29.8,88.69,1.73,12.44
1338,201203,957.24,14.84,28.76,103.34,1.73,12.44
1338,201303,969.93,15.21,25.05,105.89,1.73,12.44
1338,201403,1063.83,15.21,24.33,118.53,1.73,12.44
1338,201503,1152.82,15.26,39.4,128.17,1.73,12.44
1338,201603,1181.89,15.26,61.18,164.15,1.73,12.44
1344,201103,361.03,12.42,43.91,68.85,0.0,15.18
1344,201203,448.58,12.42,52.82,81.61,0.0,15.18
1344,201303,479.04,12.42,55.4,86.81,0.0,15.18
1344,201403,608.28,12.42,67.0,106.97,0.0,15.18
1344,201503,539.7,12.42,51.84,91.03,0.0,15.18
1344,201603,525.91,12.42,51.2,89.89,0.0,15.18
1358,201103,27.36,17.27,1.17,5.24,0.02,9.41
1358,201203,43.45,17.27,2.34,5.0,0.02,9.41
1358,201303,47.32,17.27,1.74,3.68,0.02,9.41
1358,201403,46.42,17.27,1.36,4.28,0.02,9.41
1358,201503,50.43,17.27,1.58,4.39,0.02,9.41
1358,201603,57.07,17.27,3.04,5.36,0.02,9.41
1369,201103,1588.26,27.64,91.96,169.68,0.75,13.33
1369,201203,1701.7,27.64,102.0,216.43,0.75,13.33
1369,201303,1461.82,29.88,100.74,225.01,0.75,13.33
1369,201403,1005.29,28.55,8.9,85.8,0.75,13.33
1369,201503,1364.02,28.55,53.56,152.33,0.75,13.33
1369,201603,1390.72,28.55,82.8,185.49,0.75,13.33
1375,201103,81394.36,635.0,8264.52,64812.68,0.0,0.0
1375,201203,106521.45,671.04,11707.29,82720.85,0.0,0.0
1375,201303,119655.1,684.03,14104.98,96416.3,0.0,0.0
1375,201403,136350.8,746.57,10891.17,104576.45,0.0,0.0
1375,201503,152397.06,746.57,13101.57,117812.27,0.0,0.0
1375,201603,163685.31,776.28,9950.65,122277.84,0.0,0.0
1389,201103,107.99,9.46,0.7,7.5,0.81,7.52
1389,201203,121.02,9.46,0.51,7.09,0.81,7.52
1389,201303,113.36,9.46,0.72,7.42,0.81,7.52
1389,201403,113.53,9.86,0.63,7.31,0.81,7.52
1389,201503,121.5,10.59,0.35,7.56,0.81,7.52
1389,201603,127.9,10.59,0.61,10.14,0.81,7.52
1393,201103,35.14,17.17,0.06,6.81,6.86,19.38
1394,201103,255.8,13.82,4.72,17.79,0.52,5.89
1394,201203,275.84,13.82,2.28,19.15,0.52,5.89
1394,201303,343.27,13.82,7.79,28.5,0.52,5.89
1394,201403,401.61,13.82,12.64,37.57,0.52,5.89
1394,201503,367.5,13.82,9.8,27.91,0.52,5.89
1394,201603,389.49,13.82,8.67,24.31,0.52,5.89
1419,201103,6.56,13.03,11.44,12.78,0.13,12.01
1419,201203,1.93,13.03,0.36,0.97,0.13,12.01
1419,201303,3.08,13.03,3.35,2.64,0.13,12.01
1419,201403,5.08,13.03,2.0,2.61,0.13,12.01
1419,201503,5.11,13.03,1.2,1.75,0.13,12.01
1419,201603,4.44,13.03,0.27,0.55,0.13,12.01
1436,201103,615.39,23.79,-36.92,34.07,16.23,7.22
1436,201203,708.61,23.79,-1.77,85.2,16.23,7.22
1436,201303,841.22,23.79,10.29,125.0,16.23,7.22
1436,201403,829.73,23.79,-26.68,70.13,16.23,7.22
1436,201503,574.02,23.79,-52.76,18.07,16.23,7.22
1436,201603,569.89,24.97,-14.33,70.0,16.23,7.22
1437,201103,135.77,4.18,57.56,102.07,1.35,38.88
1437,201203,168.26,4.18,58.23,110.78,1.35,38.88
1437,201303,159.02,4.18,30.48,86.42,1.35,38.88
1437,201403,187.63,4.18,44.9,91.91,1.35,38.88
1437,201503,197.73,4.18,53.94,99.62,1.35,38.88
1437,201603,212.56,8.36,40.78,82.65,1.35,38.88
1467,201103,34.29,9.24,1.85,5.55,0.31,27.25
1467,201203,36.63,9.24,2.24,7.94,0.31,27.25
1467,201303,38.68,9.24,2.63,8.92,0.31,27.25
1467,201403,39.76,9.24,2.26,8.36,0.31,27.25
1467,201503,48.48,9.24,3.6,11.71,0.31,27.25
1467,201603,53.1,9.24,6.4,14.46,0.31,27.25
1470,201103,101.66,3.01,10.14,14.84,0.46,2.67
1470,201203,117.94,3.01,10.68,16.06,0.46,2.67
1470,201303,136.22,3.01,10.13,14.41,0.46,2.67
1470,201403,96.72,3.01,-4.93,-3.07,0.46,2.67
1470,201503,93.97,3.01,-3.57,-2.1,0.46,2.67
1470,201603,93.94,3.01,-1.51,2.67,0.46,2.67
1474,201103,2300.66,72.18,282.02,630.26,0.49,13.34
1474,201203,3078.94,72.21,149.59,472.59,0.49,13.34
1474,201303,3156.37,72.21,138.47,496.93,0.49,13.34
1474,201403,3179.27,72.21,129.36,472.73,0.49,13.34
1474,201503,3327.17,72.21,141.98,435.95,0.49,13.34
1474,201603,3487.45,72.21,199.68,508.96,0.49,13.34
1514,201103,481.54,22.11,22.21,77.53,0.59,11.96
1514,201203,525.02,22.11,22.68,81.56,0.59,11.96
1514,201303,504.34,22.11,9.58,63.85,0.59,11.96
1514,201403,465.64,22.11,8.22,59.13,0.59,11.96
1514,201503,530.78,22.11,19.79,76.62,0.59,11.96
1514,201603,503.04,22.11,18.11,68.42,0.59,11.96
1520,201103,944.79,71.43,78.13,96.44,0.0,2.0
1520,201206,1008.26,71.43,-47.39,-36.37,0.0,2.0
1520,201306,709.79,71.43,62.58,79.39,0.0,2.0
1520,201406,68.16,68.36,4.55,7.64,0.0,2.0
1520,201503,0.0,68.36,-336.51,-330.78,0.0,2.0
1520,201603,152.86,68.36,-63.94,-58.87,0.0,2.0
1524,201103,236.18,7.19,5.08,27.38,2.29,12.94
1524,201203,282.22,7.19,6.25,39.02,2.29,12.94
1524,201303,321.14,7.19,5.97,44.91,2.29,12.94
1524,201403,363.61,7.19,1.43,40.68,2.29,12.94
1524,201503,403.44,7.19,1.93,42.03,2.29,12.94
1524,201603,444.47,7.19,14.35,58.94,2.29,12.94
1538,201103,388.99,59.02,167.47,261.48,0.33,36.04
1538,201203,315.85,59.02,109.26,178.73,0.33,36.04
1538,201303,520.54,59.02,99.71,162.83,0.33,36.04
1538,201403,438.35,59.02,88.33,138.25,0.33,36.04
1538,201503,430.48,59.02,125.03,226.49,0.33,36.04
1538,201603,408.2,59.02,55.64,128.89,0.33,36.04
1559,201103,240.78,7.77,-5.1,5.95,0.35,8.95
1559,201203,306.64,7.77,11.22,25.16,0.35,8.95
1559,201303,276.17,7.77,10.67,22.95,0.35,8.95
1559,201403,250.13,7.77,4.66,15.59,0.35,8.95
1559,201503,273.75,7.77,7.09,16.93,0.35,8.95
1559,201603,307.81,7.77,25.32,34.33,0.35,8.95
1572,201103,483.22,17.85,92.14,135.39,0.0,17.65
1572,201203,617.91,17.85,98.93,158.0,0.0,17.65
1572,201303,634.34,17.85,74.89,127.44,0.0,17.65
1572,201403,703.18,17.85,78.18,135.08,0.0,17.65
1572,201503,684.49,17.85,58.35,108.67,0.0,17.65
1572,201603,624.42,17.85,69.51,117.96,0.0,17.65
1590,201103,671.43,18.03,234.63,297.83,0.91,22.31
1590,201206,869.41,18.03,230.44,422.46,0.91,22.31
1590,201306,172.77,18.07,-43.13,38.54,0.91,22.31
1610,201103,537.62,39.54,10.76,25.31,1.27,22.35
1610,201203,501.09,55.62,13.29,55.18,1.27,22.35
1610,201303,500.05,55.62,15.27,69.32,1.27,22.35
1610,201403,561.43,55.62,10.67,84.89,1.27,22.35
1610,201503,578.11,55.62,27.19,112.48,1.27,22.35
1610,201603,591.13,55.62,18.48,132.14,1.27,22.35
1623,201103,3877.42,138.84,27.2,158.76,1.19,4.19
1623,201203,3693.57,168.84,28.57,130.92,1.19,4.19
1623,201303,3359.04,168.84,3.4,122.35,1.19,4.19
1623,201403,3421.73,168.84,-6.3,155.36,1.19,4.19
1623,201503,3260.17,168.84,-11.94,113.14,1.19,4.19
1623,201603,3152.32,168.84,-15.18,132.06,1.19,4.19
1627,201103,545.55,47.64,77.55,133.62,0.2,23.85
1627,201203,620.18,47.64,80.26,144.23,0.2,23.85
1627,201303,802.53,47.64,111.06,196.75,0.2,23.85
1627,201403,874.26,47.64,113.18,207.48,0.2,23.85
1627,201503,972.56,47.64,129.3,237.97,0.2,23.85
1627,201603,942.66,47.64,127.8,225.65,0.2,23.85
1693,201107,0.0,21.0,-0.76,-0.75,0.0,0.0
1693,201207,0.0,21.0,-0.1,-0.09,0.0,0.0
1693,201307,0.0,21.0,-0.03,-0.02,0.0,0.0
1693,201407,0.0,21.0,-0.04,-0.03,0.0,0.0
1693,201503,0.0,21.0,-0.01,-0.01,0.0,0.0
1693,201603,0.0,21.0,-0.13,-0.13,0.0,0.0
1706,201103,443.2,11.42,17.18,45.23,0.83,12.05
1706,201203,463.3,11.42,19.16,55.29,0.83,12.05
1706,201303,517.35,11.42,21.34,61.11,0.83,12.05
1706,201403,665.99,11.42,32.45,85.97,0.83,12.05
1706,201503,706.62,11.42,32.47,83.26,0.83,12.05
1706,201603,617.46,11.42,25.11,74.79,0.83,12.05
1710,201103,91.44,41.13,37.41,56.17,0.0,61.06
1710,201203,102.62,41.66,41.04,58.28,0.0,61.06
1710,201303,101.08,41.78,42.44,62.26,0.0,61.06
1710,201403,115.12,62.72,53.76,76.8,0.0,61.06
1710,201503,107.92,62.81,55.89,76.77,0.0,61.06
1710,201603,106.75,62.81,49.13,65.38,0.0,61.06
1725,201103,329.85,130.51,80.2,252.58,0.0,38.32
1725,201203,151.4,130.51,33.49,110.55,0.0,38.32
1725,201303,108.61,130.51,-550.83,-495.9,0.0,38.32
1725,201403,59.85,130.51,-124.81,-20.97,0.0,38.32
1725,201503,40.29,130.51,-1221.01,-1167.54,0.0,38.32
1725,201603,28.34,130.51,6.56,18.72,0.0,38.32
1729,201103,261.35,9.52,2.89,8.39,0.0,-69.51
1729,201203,243.92,9.52,-5.67,0.16,0.0,-69.51
1729,201303,135.71,9.52,-9.45,-1.92,0.0,-69.51
1729,201403,86.55,9.52,-13.48,-7.82,0.0,-69.51
1729,201503,75.23,9.95,-10.19,-6.02,0.0,-69.51
1729,201603,13.15,10.42,-37.43,-34.82,0.0,-69.51
1736,201203,1.32,12.5,-0.58,3.75,0.0,-24.32
1736,201303,1.11,12.5,-1.09,3.24,0.0,-24.32
1741,201103,163.12,8.0,0.58,10.9,0.92,5.89
1741,201203,192.45,8.0,3.2,14.34,0.92,5.89
1741,201303,178.1,8.0,-0.02,11.95,0.92,5.89
1741,201403,190.42,8.0,-1.04,10.03,0.92,5.89
1741,201503,173.84,8.0,1.44,11.87,0.92,5.89
1741,201603,167.97,8.0,0.91,10.82,0.92,5.89
1742,201103,1112.33,31.76,133.43,227.98,1.37,8.26
1742,201203,1438.04,31.76,201.56,298.77,1.37,8.26
1742,201303,1464.63,33.52,96.74,185.1,1.37,8.26
1742,201403,1453.55,33.12,119.69,244.33,1.37,8.26
1742,201503,1454.64,33.59,148.81,308.93,1.37,8.26
1742,201603,1309.51,33.6,157.3,386.59,1.37,8.26
1745,201103,5393.31,226.18,1229.88,4177.0,4.85,67.4
1745,201203,5883.17,226.32,1257.45,4383.87,4.85,67.4
1745,201303,6552.51,226.89,1360.62,4942.75,4.85,67.4
1745,201403,7880.2,226.91,1264.21,5820.19,4.85,67.4
1745,201503,8637.05,226.91,1237.81,6303.38,4.85,67.4
1745,201603,10241.66,226.91,1178.2,6905.15,4.85,67.4
1765,201103,487.94,21.5,15.79,58.66,5.22,7.35
1765,201203,395.76,21.5,-2.17,27.09,5.22,7.35
1765,201303,502.84,21.5,6.55,53.3,5.22,7.35
1765,201403,743.54,21.5,8.99,64.47,5.22,7.35
1765,201503,679.19,21.5,4.04,62.93,5.22,7.35
1765,201603,699.54,21.5,2.15,52.98,5.22,7.35
1774,201103,491.01,10.0,51.11,78.57,0.03,16.78
1774,201203,529.19,10.0,57.13,80.05,0.03,16.78
1774,201303,582.31,10.0,64.45,88.85,0.03,16.78
1774,201403,738.41,10.0,93.14,125.35,0.03,16.78
1774,201503,785.07,2.71,106.08,137.84,0.03,16.78
1774,201603,828.79,10.0,107.31,152.35,0.03,16.78
1781,201103,823.88,50.52,2.11,50.03,7.12,-0.04
1781,201203,871.74,50.52,9.57,66.78,7.12,-0.04
1781,201303,801.94,50.52,4.16,56.35,7.12,-0.04
1781,201403,679.84,50.52,-41.01,12.65,7.12,-0.04
1781,201503,510.81,53.18,-129.75,-74.58,7.12,-0.04
1781,201603,547.75,55.73,-31.13,21.74,7.12,-0.04
1783,201103,73.54,15.84,6.41,7.82,0.0,-7.37
1783,201203,80.88,15.84,-2.17,-0.49,0.0,-7.37
1783,201303,59.31,15.84,-7.75,-6.46,0.0,-7.37
1783,201403,56.09,15.84,-3.49,-1.61,0.0,-7.37
1783,201503,68.95,15.84,-0.76,1.3,0.0,-7.37
1783,201603,58.9,15.84,-1.07,1.06,0.0,-7.37
1792,201103,452.82,86.03,25.28,40.77,0.01,12.09
1792,201203,573.96,86.03,43.68,66.69,0.01,12.09
1792,201303,515.33,86.03,27.32,43.84,0.01,12.09
1792,201403,554.44,86.03,29.05,53.22,0.01,12.09
1792,201503,733.13,86.03,43.99,77.56,0.01,12.09
1792,201603,579.04,86.03,48.21,77.66,0.01,12.09
1809,201103,147.59,16.94,-79.26,-49.55,5.99,-59.25
1809,201203,82.83,17.1,-123.57,-99.63,5.99,-59.25
1809,201303,18.25,17.48,-14.41,-11.43,5.99,-59.25
1813,201103,185.56,1.33,17.62,33.19,0.58,8.9
1813,201203,244.24,1.33,25.72,49.34,0.58,8.9
1813,201303,273.9,1.33,11.71,34.26,0.58,8.9
1813,201403,308.79,1.33,10.83,37.17,0.58,8.9
1813,201503,339.47,1.33,8.87,30.7,0.58,8.9
1813,201603,314.88,1.33,8.02,29.04,0.58,8.9
1814,201103,1449.35,104.43,265.13,1318.34,11.39,90.43
1814,201203,2467.76,116.84,306.36,2202.31,11.39,90.43
1814,201303,4061.22,128.22,451.85,3738.5,11.39,90.43
1814,201403,4965.58,128.42,529.0,4528.6,11.39,90.43
1814,201503,5978.96,145.68,621.29,5428.15,11.39,90.43
1814,201603,7311.83,291.8,729.2,6616.5,11.39,90.43
1840,201103,138.9,7.61,10.81,24.54,0.0,15.59
1840,201203,218.19,7.61,50.41,84.59,0.0,15.59
1840,201303,255.95,7.61,50.57,85.31,0.0,15.59
1840,201403,271.08,15.23,51.03,82.57,0.0,15.59
1840,201503,256.59,15.23,30.08,53.37,0.0,15.59
1840,201603,267.31,15.23,23.26,41.69,0.0,15.59
1846,201103,692.98,70.65,18.27,91.56,2.08,9.45
1846,201203,712.15,70.65,-43.67,4.03,2.08,9.45
1846,201303,744.72,70.65,17.54,95.47,2.08,9.45
1846,201403,868.02,70.65,36.27,112.52,2.08,9.45
1846,201503,847.67,70.65,7.78,89.37,2.08,9.45
1846,201603,750.3,70.65,4.4,71.1,2.08,9.45
1861,201103,100.78,7.77,3.91,11.63,0.16,14.78
1861,201203,169.06,7.77,20.55,36.81,0.16,14.78
1861,201303,198.68,7.77,16.11,31.24,0.16,14.78
1861,201403,200.53,7.77,8.84,16.78,0.16,14.78
1861,201503,154.61,7.77,14.11,20.75,0.16,14.78
1861,201603,210.36,7.77,22.18,33.88,0.16,14.78
1866,201103,1908.0,246.0,229.0,1473.0,1.67,84.73
1866,201203,3295.0,246.0,519.0,2713.0,1.67,84.73
1866,201303,3855.0,246.0,662.0,2913.0,1.67,84.73
1866,201403,3196.0,244.0,409.0,2780.0,1.67,84.73
1866,201503,3975.0,253.0,757.0,3234.0,1.67,84.73
1866,201603,4103.0,253.0,977.0,3512.0,1.67,84.73
1878,201203,588.61,11.32,0.64,41.61,3.3,-11.44
1878,201303,340.96,11.32,2.39,42.1,3.3,-11.44
1878,201403,193.46,11.32,-15.96,35.94,3.3,-11.44
1878,201503,267.0,11.32,-47.22,-9.62,3.3,-11.44
1878,201603,203.26,11.32,-20.13,-23.84,3.3,-11.44
1889,201103,180.65,10.28,9.05,26.48,0.68,11.11
1889,201203,222.88,10.28,8.19,29.67,0.68,11.11
1889,201303,228.73,10.28,7.06,29.86,0.68,11.11
1889,201403,244.53,10.28,8.44,31.15,0.68,11.11
1889,201503,283.3,10.28,11.98,36.45,0.68,11.11
1889,201603,361.14,13.64,17.05,45.7,0.68,11.11
1896,201112,1661.95,26.79,19.13,550.48,1.89,13.8
1896,201212,834.77,26.79,-349.77,153.41,1.89,13.8
1896,201312,718.07,26.79,-400.65,98.95,1.89,13.8
1896,201412,666.95,27.2,-457.71,83.59,1.89,13.8
1896,201603,523.99,27.22,-468.69,72.3,1.89,13.8
1903,201103,577.85,6.95,32.6,85.86,3.66,4.72
1903,201203,594.04,7.48,-52.83,-13.11,3.66,4.72
1903,201303,667.17,8.0,20.69,90.35,3.66,4.72
1903,201403,738.19,12.0,30.45,93.38,3.66,4.72
1903,201503,746.95,12.0,-32.64,39.07,3.66,4.72
1903,201603,683.69,12.0,-55.51,21.56,3.66,4.72
1905,201103,477.76,5.5,13.91,59.34,2.05,2.08
1905,201203,380.78,5.5,-42.92,-12.23,2.05,2.08
1905,201303,434.15,5.5,7.51,49.13,2.05,2.08
1905,201403,521.2,5.5,3.32,44.67,2.05,2.08
1905,201503,440.5,5.5,-11.74,17.15,2.05,2.08
1905,201603,348.29,5.5,-5.82,23.88,2.05,2.08
1907,201103,229.43,8.08,25.44,37.7,0.0,10.92
1907,201203,260.73,11.31,31.3,45.25,0.0,10.92
1907,201303,269.0,11.31,28.37,41.46,0.0,10.92
1907,201403,262.67,11.31,19.66,31.84,0.0,10.92
1907,201503,327.73,11.31,22.66,39.78,0.0,10.92
1907,201603,339.65,11.31,25.33,41.74,0.0,10.92
1908,201103,842.73,9.0,23.12,84.47,0.2,9.22
1908,201203,964.94,9.0,56.42,126.72,0.2,9.22
1908,201303,873.9,9.0,15.74,63.65,0.2,9.22
1908,201403,891.15,9.45,67.0,122.05,0.2,9.22
1908,201503,949.66,9.48,-18.0,21.52,0.2,9.22
1908,201603,1126.51,9.48,43.2,104.45,0.2,9.22
1909,201106,1448.75,161.33,495.36,932.53,0.32,69.8
1909,201206,1468.07,161.33,327.34,897.97,0.32,69.8
1909,201306,1310.94,161.33,-737.43,-183.13,0.32,69.8
1909,201403,1142.89,161.33,459.39,867.34,0.32,69.8
1909,201503,1871.5,161.33,716.52,1494.89,0.32,69.8
1909,201603,1829.71,162.7,112.23,623.64,0.32,69.8
1926,201103,559.62,8.67,53.21,119.28,0.78,9.49
1926,201203,674.61,8.67,61.34,130.38,0.78,9.49
1926,201303,782.09,8.67,54.49,126.79,0.78,9.49
1926,201403,668.63,8.67,-6.0,62.12,0.78,9.49
1926,201503,734.97,8.67,20.93,75.69,0.78,9.49
1926,201603,702.35,8.67,33.69,85.58,0.78,9.49
1927,201103,709.52,7.85,45.81,87.95,0.39,10.74
1927,201203,905.13,7.85,43.52,103.93,0.39,10.74
1927,201303,936.63,7.85,33.68,93.8,0.39,10.74
1927,201403,987.92,7.85,54.34,116.81,0.39,10.74
1927,201503,1048.27,15.7,64.4,138.43,0.39,10.74
1927,201603,1090.1,15.7,57.45,129.94,0.39,10.74
1938,201103,15.13,19.36,10.68,14.22,0.81,23.39
1938,201203,19.14,19.36,9.53,13.75,0.81,23.39
1938,201303,14.96,19.36,3.3,7.82,0.81,23.39
1938,201403,15.43,19.36,3.27,9.49,0.81,23.39
1938,201503,14.78,19.36,-0.96,7.18,0.81,23.39
1938,201603,15.16,19.36,1.41,8.45,0.81,23.39
1941,201103,27.68,5.0,3.25,5.22,0.0,28.66
1941,201203,31.93,5.0,4.22,6.23,0.0,28.66
1941,201303,36.75,5.0,5.74,8.42,0.0,28.66
1941,201403,49.12,5.0,7.76,12.27,0.0,28.66
1941,201503,50.64,5.0,8.7,13.78,0.0,28.66
1941,201603,56.49,5.0,10.23,16.23,0.0,28.66
1945,201103,429.3,4.16,28.52,42.26,0.07,7.7
1945,201203,501.42,4.16,32.25,46.45,0.07,7.7
1945,201303,495.42,8.32,27.2,42.2,0.07,7.7
1945,201403,511.52,8.32,29.55,43.21,0.07,7.7
1945,201503,511.97,8.32,31.0,44.27,0.07,7.7
1945,201603,501.83,8.32,26.71,38.62,0.07,7.7
1952,201103,600.94,15.13,34.81,97.06,1.29,14.48
1952,201203,668.74,13.58,28.31,92.49,1.29,14.48
1952,201303,725.81,16.3,30.37,105.02,1.29,14.48
1952,201403,733.91,16.3,11.71,85.92,1.29,14.48
1952,201503,705.01,18.45,12.17,83.78,1.29,14.48
1952,201603,759.8,18.45,30.05,110.07,1.29,14.48
1957,201103,1752.63,20.52,20.34,66.66,1.14,1.83
1957,201203,2964.28,20.52,9.25,77.41,1.14,1.83
1957,201303,2272.89,20.52,5.38,64.29,1.14,1.83
1957,201403,2633.52,20.52,0.93,43.1,1.14,1.83
1957,201503,1059.63,20.52,2.95,52.27,1.14,1.83
1957,201603,2322.73,20.52,-4.99,41.47,1.14,1.83
1960,201103,664.6,35.48,9.03,62.9,0.72,22.29
1960,201203,749.26,35.48,0.13,53.36,0.72,22.29
1960,201303,1139.49,35.48,27.11,98.39,0.72,22.29
1960,201403,1410.33,35.48,104.94,179.87,0.72,22.29
1960,201503,1615.56,39.48,139.04,275.53,0.72,22.29
1960,201603,2031.81,39.48,250.71,452.92,0.72,22.29
1967,201103,0.01,27.16,0.0,0.02,0.0,-100.0
1967,201203,0.02,27.16,-0.16,-0.14,0.0,-100.0
1967,201303,0.02,27.16,-0.17,-0.15,0.0,-100.0
1967,201403,0.01,27.16,-0.13,-0.11,0.0,-100.0
1967,201503,0.02,27.16,-0.07,-0.03,0.0,-100.0
1967,201603,0.03,27.16,-0.15,-0.12,0.0,-100.0
1971,201109,2411.26,31.35,105.14,386.85,2.12,-22.67
1971,201203,971.41,31.35,34.55,145.48,2.12,-22.67
1971,201303,1052.75,32.85,-310.32,-238.64,2.12,-22.67
1973,201103,389.4,25.72,6.18,69.6,2.17,8.17
1973,201203,470.68,25.72,4.76,70.93,2.17,8.17
1973,201303,481.51,26.15,1.59,91.57,2.17,8.17
1973,201403,563.5,28.82,3.3,97.05,2.17,8.17
1973,201503,384.72,47.66,-66.65,12.58,2.17,8.17
1973,201603,580.42,56.21,-40.03,52.61,2.17,8.17
1975,201103,119.36,1.6,29.91,46.03,0.02,18.98
