Co_Code,year_end,net_Sales,equity_paid_up,PAT,PBIDT,Debt-Equity Ratio[Latest],PBIDTM-(%)[Latest]
820,201603,3742.9,660.81,-520.14,-145.53,30.12,-3.64
825,201103,270.92,10.29,5.66,35.53,2.02,10.35
825,201203,303.63,10.29,0.13,32.99,2.02,10.35
825,201303,295.15,10.29,0.35,33.09,2.02,10.35
825,201403,338.14,10.29,3.36,35.82,2.02,10.35
825,201503,379.89,10.29,7.19,39.94,2.02,10.35
825,201603,378.27,10.29,7.12,39.31,2.02,10.35
830,201103,0.58,16.8,0.02,0.04,0.0,0.0
830,201203,2.45,16.8,0.09,0.13,0.0,0.0
830,201303,1.24,16.8,0.21,0.35,0.0,0.0
830,201403,0.82,16.8,0.28,0.35,0.0,0.0
830,201503,0.08,16.8,-0.01,-0.01,0.0,0.0
830,201603,0.11,16.8,0.0,0.0,0.0,0.0
831,201103,192.04,26.44,-15.44,3.86,0.0,0.0
831,201203,178.28,26.44,-23.78,-1.96,0.0,0.0
831,201303,5.81,26.44,-20.48,-9.19,0.0,0.0
831,201403,0.03,26.44,-11.1,0.7,0.0,0.0
831,201503,0.0,26.44,-13.41,-1.05,0.0,0.0
831,201603,0.0,26.44,-4.65,0.38,0.0,0.0
840,201103,449.98,8.01,17.82,36.27,0.11,7.01
840,201203,584.63,8.01,26.55,51.17,0.11,7.01
840,201303,462.32,9.01,26.2,50.71,0.11,7.01
840,201403,506.89,9.37,41.68,69.89,0.11,7.01
840,201503,584.25,9.37,15.57,44.69,0.11,7.01
840,201603,613.12,9.37,29.33,59.18,0.11,7.01
842,201103,508.02,49.23,-42.18,34.09,0.78,27.6
842,201203,650.43,49.23,20.02,98.91,0.78,27.6
842,201303,714.47,49.23,42.34,125.09,0.78,27.6
842,201403,983.69,49.23,58.84,152.61,0.78,27.6
842,201503,948.41,49.23,109.34,190.4,0.78,27.6
842,201603,1020.66,49.23,177.98,282.16,0.78,27.6
848,201103,1066.46,89.97,29.47,95.91,0.35,1.67
848,201203,1248.19,89.97,5.94,75.3,0.35,1.67
848,201303,1281.43,89.97,-50.56,-2.08,0.35,1.67
848,201403,1051.82,89.97,-37.3,7.1,0.35,1.67
848,201503,949.87,89.97,-53.07,-31.22,0.35,1.67
848,201603,700.62,89.97,38.15,70.47,0.35,1.67
866,201112,826.02,17.59,53.97,93.04,0.27,5.4
866,201212,989.33,17.59,63.13,110.26,0.27,5.4
866,201312,1114.5,17.59,50.5,93.96,0.27,5.4
866,201503,1463.29,17.59,35.02,87.86,0.27,5.4
866,201603,1597.02,17.59,62.77,97.16,0.27,5.4
897,201103,92.25,7.35,26.29,42.23,0.0,29.32
897,201203,106.53,7.35,29.82,46.32,0.0,29.32
897,201303,95.94,7.35,22.06,35.15,0.0,29.32
897,201403,83.53,7.35,17.31,34.16,0.0,29.32
897,201503,91.9,7.35,15.8,27.77,0.0,29.32
897,201603,91.17,7.35,18.55,29.94,0.0,29.32
922,201106,366.83,6.79,3.62,26.24,0.0,5.0
922,201206,285.92,6.79,-19.99,2.14,0.0,5.0
922,201306,337.57,8.62,-16.68,34.32,0.0,5.0
922,201412,438.08,10.0,-120.02,-39.28,0.0,5.0
922,201603,318.48,10.08,-53.22,18.88,0.0,5.0
927,201103,657.34,10.64,49.44,101.31,0.0,-27.78
927,201203,730.19,12.39,3.52,54.57,0.0,-27.78
927,201306,337.5,12.39,-162.37,-155.0,0.0,-27.78
927,201406,31.5,12.39,-141.03,-135.65,0.0,-27.78
932,201103,3606.81,63.65,469.7,970.63,0.74,23.51
932,201203,3918.0,63.65,109.67,553.36,0.74,23.51
932,201303,4159.71,63.65,323.73,883.05,0.74,23.51
932,201403,5171.31,63.65,651.88,1325.34,0.74,23.51
932,201503,5742.04,63.65,359.11,1099.66,0.74,23.51
932,201603,5587.14,63.65,653.05,1313.41,0.74,23.51
941,201103,1289.32,8.0,34.02,83.33,0.0,7.19
941,201203,1556.88,8.0,67.13,124.29,0.0,7.19
941,201303,1581.42,8.0,60.68,102.89,0.0,7.19
941,201403,1597.98,8.0,69.7,111.45,0.0,7.19
941,201503,1642.96,8.0,75.63,135.6,0.0,7.19
941,201603,1501.84,8.0,61.15,117.44,0.0,7.19
942,201103,1394.66,18.05,121.46,299.92,1.34,11.95
942,201203,1696.18,18.05,-117.36,25.17,1.34,11.95
942,201303,1961.27,18.05,78.39,330.11,1.34,11.95
942,201403,2203.63,18.05,145.75,363.76,1.34,11.95
942,201503,2149.61,18.05,20.37,231.37,1.34,11.95
942,201603,2038.24,18.05,51.37,243.5,1.34,11.95
955,201112,239.54,69.9,29.47,64.54,0.96,59.96
955,201212,69.09,68.34,56.37,88.42,0.96,59.96
955,201312,70.72,67.27,15.3,54.22,0.96,59.96
955,201412,7.73,67.27,24.58,56.68,0.96,59.96
955,201512,86.21,67.27,26.09,51.7,0.96,59.96
965,201103,4193.94,55.25,464.07,893.12,1.02,14.43
965,201203,5197.9,55.25,224.19,586.56,1.02,14.43
965,201303,5616.7,55.25,193.41,570.95,1.02,14.43
965,201403,5509.59,55.25,144.27,629.73,1.02,14.43
965,201503,6601.3,58.01,262.53,941.33,1.02,14.43
968,201103,162.35,8.17,27.86,71.99,0.0,22.13
968,201203,172.99,8.17,28.13,69.7,0.0,22.13
968,201303,146.53,8.17,15.47,51.24,0.0,22.13
968,201403,155.76,8.17,18.38,52.04,0.0,22.13
968,201503,155.19,8.17,9.32,29.97,0.0,22.13
968,201603,164.98,8.17,18.24,40.25,0.0,22.13
974,201103,249.98,29.0,16.91,23.42,0.0,-8.25
974,201203,108.78,29.0,0.15,13.37,0.0,-8.25
974,201303,48.66,29.0,-9.33,0.45,0.0,-8.25
974,201403,55.73,29.0,-6.67,1.89,0.0,-8.25
974,201503,60.47,29.0,-4.79,-0.75,0.0,-8.25
974,201603,46.79,29.0,24.0,41.15,0.0,-8.25
976,201103,4320.28,66.71,111.65,188.69,0.0,533.33
976,201203,5546.67,103.47,95.75,211.78,0.0,533.33
976,201309,7130.71,106.47,-426.27,-70.9,0.0,533.33
976,201403,4.29,106.47,-257.66,0.0,0.0,533.33
976,201503,4.69,106.47,-12.28,-4.5,0.0,533.33
976,201603,0.12,106.47,-4.37,0.64,0.0,533.33
979,201103,10.75,9.36,1.48,2.24,0.01,38.91
979,201203,10.62,9.36,0.26,0.98,0.01,38.91
979,201303,9.82,9.36,0.59,1.37,0.01,38.91
979,201403,8.41,9.36,0.3,1.09,0.01,38.91
979,201503,9.84,9.36,2.03,2.88,0.01,38.91
979,201603,9.53,9.36,3.86,4.49,0.01,38.91
983,201103,8.44,3.19,7.06,8.22,0.0,95.49
983,201203,13.58,3.19,54.99,67.47,0.0,95.49
983,201303,12.78,3.19,11.44,12.46,0.0,95.49
983,201403,19.85,3.19,17.45,18.14,0.0,95.49
983,201503,30.33,3.19,30.3,31.18,0.0,95.49
983,201603,51.84,3.19,48.17,49.5,0.0,95.49
986,201103,2014.72,523.26,510.08,1080.81,0.35,-0.27
986,201203,1287.91,523.26,326.71,746.33,0.35,-0.27
986,201303,1053.09,523.26,151.98,543.55,0.35,-0.27
986,201403,1710.48,523.26,78.87,407.52,0.35,-0.27
986,201503,969.96,523.26,-15.81,323.49,0.35,-0.27
986,201603,1076.55,523.26,-275.62,-2.96,0.35,-0.27
991,201103,467.88,14.3,58.83,96.11,0.03,23.17
991,201203,554.16,14.3,72.43,116.3,0.03,23.17
991,201303,445.72,14.3,34.85,75.9,0.03,23.17
991,201403,447.22,14.3,66.41,113.64,0.03,23.17
991,201503,420.11,14.3,41.68,75.63,0.03,23.17
991,201603,493.01,14.3,82.13,124.27,0.03,23.17
992,201103,2540.24,44.5,32.24,141.13,0.69,3.94
992,201203,2784.9,44.5,28.73,154.38,0.69,3.94
992,201303,3484.35,44.5,28.89,181.09,0.69,3.94
992,201403,3499.43,44.5,30.46,190.78,0.69,3.94
992,201503,3883.88,44.5,30.15,186.62,0.69,3.94
992,201603,3750.31,44.5,28.14,175.65,0.69,3.94
998,201103,0.0,8.06,0.91,0.81,0.1,128.49
998,201203,70.0,8.06,-70.28,-66.82,0.1,128.49
998,201303,0.0,8.06,1.35,2.12,0.1,128.49
998,201403,29.04,8.06,38.43,49.89,0.1,128.49
998,201503,86.91,8.06,64.27,83.73,0.1,128.49
998,201603,8.67,8.06,7.05,11.14,0.1,128.49
1000,201103,487.27,15.0,17.41,81.39,0.41,17.55
1000,201203,594.82,17.39,44.12,124.7,0.41,17.55
1000,201303,640.68,17.39,8.78,68.21,0.41,17.55
1000,201403,488.94,17.39,-25.58,42.67,0.41,17.55
1000,201503,548.13,17.39,296.65,422.65,0.41,17.55
1000,201603,621.76,17.39,49.76,124.27,0.41,17.55
1016,201103,6520.89,44.39,430.41,668.0,0.03,8.94
1016,201203,8838.38,88.78,600.16,927.07,0.03,8.94
1016,201303,10112.67,88.78,725.18,1111.4,0.03,8.94
1016,201403,10915.79,88.78,741.14,1168.63,0.03,8.94
1016,201503,11903.21,88.78,823.07,1223.94,0.03,8.94
1016,201603,11264.53,88.78,705.85,1009.85,0.03,8.94
1019,201106,10940.21,44.58,177.23,357.05,0.62,3.99
1019,201206,10294.61,44.58,47.86,202.47,0.62,3.99
1019,201306,8641.51,44.58,-81.33,73.17,0.62,3.99
1019,201406,5725.41,44.58,-191.69,-87.0,0.62,3.99
1019,201506,4311.85,44.58,-70.89,41.61,0.62,3.99
1019,201603,2499.26,44.58,-210.27,-125.23,0.62,3.99
1022,201103,3400.48,38.29,87.87,297.06,25.89,4.0
1022,201203,3506.5,38.29,-78.88,122.05,25.89,4.0
1022,201303,3697.24,38.29,-100.7,98.35,25.89,4.0
1022,201403,3066.62,40.13,-144.45,66.69,25.89,4.0
1022,201503,2640.74,42.08,-142.76,116.61,25.89,4.0
1022,201603,2375.48,42.08,-140.61,102.81,25.89,4.0
1024,201103,1518.21,15.99,15.15,272.48,3.88,17.41
1024,201203,1645.74,15.99,-58.73,187.21,3.88,17.41
1024,201303,1913.44,15.99,-91.79,178.13,3.88,17.41
1024,201403,2143.18,24.31,-40.22,236.95,3.88,17.41
1024,201503,2057.21,24.31,50.21,330.19,3.88,17.41
1024,201603,2167.99,24.31,97.27,406.57,3.88,17.41
1026,201103,1498.17,100.02,116.33,350.98,1.47,22.75
1026,201203,1896.73,100.02,117.48,386.09,1.47,22.75
1026,201303,2124.95,100.02,114.93,382.57,1.47,22.75
1026,201403,2224.21,100.02,116.29,403.38,1.47,22.75
1026,201503,2373.61,100.02,183.02,507.1,1.47,22.75
1026,201603,2558.99,100.02,256.62,622.32,1.47,22.75
1028,201103,405.65,10.14,29.66,52.65,0.0,14.13
1028,201203,503.37,10.14,51.68,83.04,0.0,14.13
1028,201303,515.55,10.14,20.6,45.46,0.0,14.13
1028,201403,541.35,10.14,18.78,46.94,0.0,14.13
1028,201503,630.73,10.14,38.62,80.79,0.0,14.13
1028,201603,672.81,10.14,48.83,99.79,0.0,14.13
1035,201103,289.95,22.39,-15.41,19.91,0.0,1.13
1035,201203,288.92,22.39,-11.67,30.92,0.0,1.13
1035,201303,250.44,22.99,-25.03,21.88,0.0,1.13
1035,201403,227.98,26.39,-32.84,15.47,0.0,1.13
1035,201503,96.04,26.39,-46.46,1.17,0.0,1.13
1052,201103,650.3,15.92,45.07,94.91,0.92,8.89
1052,201203,750.45,15.92,34.34,83.05,0.92,8.89
1052,201303,915.6,15.92,50.69,109.23,0.92,8.89
1052,201403,892.11,15.92,11.97,62.66,0.92,8.89
1052,201503,1021.13,15.92,21.24,98.33,0.92,8.89
1052,201603,1004.85,15.92,24.44,97.97,0.92,8.89
1054,201103,1034.77,19.87,37.41,111.67,1.0,9.94
1054,201203,1140.53,19.87,38.83,123.31,1.0,9.94
1054,201303,1118.57,19.87,30.61,123.59,1.0,9.94
1054,201403,1042.99,19.87,51.66,139.29,1.0,9.94
1054,201503,1078.64,19.87,17.98,126.7,1.0,9.94
1054,201603,1077.39,19.87,25.0,132.38,1.0,9.94
1056,201103,945.34,32.56,176.53,318.71,0.59,10.74
1056,201203,897.2,32.56,75.99,221.71,0.59,10.74
1056,201303,948.1,32.56,5.11,104.43,0.59,10.74
1056,201403,1118.64,32.56,32.61,117.03,0.59,10.74
1056,201503,1052.03,32.56,19.94,115.93,0.59,10.74
1056,201603,951.0,32.56,26.95,97.82,0.59,10.74
1057,201103,5040.81,122.26,76.77,445.13,6.01,-0.07
1057,201203,5171.6,122.26,77.96,513.53,6.01,-0.07
1057,201303,5911.07,142.26,61.55,622.49,6.01,-0.07
1057,201403,5436.37,142.26,35.32,585.11,6.01,-0.07
1057,201503,6952.13,142.26,30.74,541.41,6.01,-0.07
1057,201603,6882.59,142.26,-1551.51,-723.01,6.01,-0.07
1058,201103,671.64,31.45,129.47,224.09,1.24,9.14
1058,201203,699.58,31.45,-13.92,41.06,1.24,9.14
1058,201303,886.02,31.45,-5.27,47.25,1.24,9.14
1058,201403,928.47,31.45,8.41,79.32,1.24,9.14
1058,201503,896.27,31.32,3.84,74.09,1.24,9.14
1058,201603,770.82,41.7,4.56,75.2,1.24,9.14
1062,201103,463.34,78.82,-19.86,22.83,0.0,-53.1
1062,201203,216.69,78.82,-62.62,-24.04,0.0,-53.1
1062,201303,346.11,78.82,-49.89,-14.5,0.0,-53.1
1062,201403,46.95,78.82,-62.48,-29.32,0.0,-53.1
1062,201503,2.49,78.82,-72.64,-41.66,0.0,-53.1
1065,201103,1539.98,162.2,70.53,167.9,0.55,10.6
1065,201203,1618.18,162.2,19.37,125.64,0.55,10.6
1065,201303,1569.31,162.2,-12.5,126.28,0.55,10.6
1065,201403,1585.42,162.2,21.68,152.49,0.55,10.6
1065,201503,1756.59,180.22,24.41,174.4,0.55,10.6
1065,201603,1661.28,180.22,57.34,197.48,0.55,10.6
1066,201103,172.93,35.01,5.3,53.34,0.34,23.4
1066,201203,179.07,36.85,3.77,43.12,0.34,23.4
1066,201303,144.13,38.79,0.84,31.48,0.34,23.4
1066,201403,145.04,40.82,1.17,31.55,0.34,23.4
1066,201503,138.07,40.82,1.72,32.5,0.34,23.4
1066,201603,115.02,40.82,1.57,28.61,0.34,23.4
1071,201103,4.19,9.71,55.34,63.26,0.0,1458.11
1071,201203,13.76,9.71,67.45,72.38,0.0,1458.11
1071,201303,13.06,9.71,36.11,46.08,0.0,1458.11
1071,201403,6.8,9.71,46.67,57.14,0.0,1458.11
1071,201503,3.39,9.71,45.13,55.21,0.0,1458.11
1071,201603,4.75,9.71,60.25,69.27,0.0,1458.11
1074,201103,350.21,144.67,-3.03,2.02,0.11,0.22
1074,201203,438.96,144.67,5.52,20.7,0.11,0.22
1074,201303,445.71,36.21,40.31,66.1,0.11,0.22
1074,201403,409.75,36.21,-2.72,11.07,0.11,0.22
1074,201503,484.03,71.21,-4.49,9.4,0.11,0.22
1074,201603,469.07,86.21,-7.22,1.19,0.11,0.22
1075,201103,519.89,10.0,24.83,45.3,0.35,5.09
1075,201203,679.87,10.0,44.32,66.1,0.35,5.09
1075,201303,717.33,10.0,39.49,59.99,0.35,5.09
1075,201403,816.47,10.0,47.66,67.85,0.35,5.09
1075,201503,888.26,10.0,38.03,72.76,0.35,5.09
1075,201603,885.06,10.0,20.08,49.31,0.35,5.09
1076,201103,2524.71,30.54,99.53,504.05,3.62,8.76
1076,201203,2836.89,30.54,-32.77,408.8,3.62,8.76
1076,201303,3044.53,30.54,7.05,572.33,3.62,8.76
1076,201403,3287.12,30.54,-25.68,692.82,3.62,8.76
1076,201503,3746.05,30.54,-292.41,546.22,3.62,8.76
1076,201603,3447.47,30.54,-404.43,335.57,3.62,8.76
1079,201103,305.6,14.2,12.8,23.1,1.52,-2.35
1079,201203,621.0,14.2,16.3,48.0,1.52,-2.35
1079,201303,594.3,28.5,-23.2,28.0,1.52,-2.35
1079,201403,305.27,28.47,-145.08,-106.57,1.52,-2.35
1079,201503,340.12,28.47,-0.38,31.63,1.52,-2.35
1079,201603,313.19,28.47,-36.71,-7.38,1.52,-2.35
1082,201103,502.32,7.84,6.0,42.66,0.0,0.0
1082,201203,230.73,7.84,-30.39,16.43,0.0,0.0
1082,201303,10.1,7.84,-251.26,-192.12,0.0,0.0
1082,201403,0.0,7.84,-118.95,-69.29,0.0,0.0
1083,201103,904.99,85.5,-83.93,13.2,0.0,0.0
1083,201203,369.49,85.5,-242.47,-120.01,0.0,0.0
1083,201303,66.67,85.5,-455.6,-326.76,0.0,0.0
1083,201403,0.0,85.5,-71.54,-24.16,0.0,0.0
1083,201503,0.0,85.5,-33.37,-12.4,0.0,0.0
1093,201103,1190.74,8.7,233.95,805.87,0.27,70.09
1093,201203,638.53,8.7,-120.73,341.79,0.27,70.09
1093,201303,796.87,8.7,-12.63,364.34,0.27,70.09
1093,201403,819.94,8.7,180.43,428.09,0.27,70.09
1093,201503,759.75,11.55,190.62,439.76,0.27,70.09
1093,201603,1014.13,11.67,367.76,710.85,0.27,70.09
1095,201103,173.45,19.59,12.02,56.49,0.22,30.49
1095,201203,187.78,19.59,13.36,59.79,0.22,30.49
1095,201303,212.41,30.47,20.5,64.59,0.22,30.49
1095,201403,215.88,30.47,23.56,62.76,0.22,30.49
1095,201503,228.92,30.47,24.73,67.78,0.22,30.49
1095,201603,246.47,30.47,38.37,75.17,0.22,30.49
1097,201103,358.25,6.11,8.59,25.85,0.4,4.65
1097,201203,383.91,6.89,1.34,15.14,0.4,4.65
1097,201303,435.91,6.89,-13.44,-3.79,0.4,4.65
1097,201403,469.56,10.03,-11.58,4.11,0.4,4.65
1097,201503,543.88,10.03,4.92,25.02,0.4,4.65
1097,201603,614.19,10.03,5.26,29.9,0.4,4.65
1102,201103,424.93,18.77,35.03,76.41,0.27,11.87
1102,201203,497.49,18.77,42.11,89.74,0.27,11.87
1102,201303,373.38,18.77,16.21,54.42,0.27,11.87
1102,201403,361.02,18.77,15.93,51.02,0.27,11.87
1102,201503,431.93,18.77,18.42,55.1,0.27,11.87
1102,201603,449.97,18.77,21.16,58.82,0.27,11.87
1105,201103,1632.66,27.88,25.62,202.67,3.69,5.83
1105,201203,2624.09,27.88,104.59,347.61,3.69,5.83
1105,201303,3333.83,30.96,120.94,380.15,3.69,5.83
1105,201403,2885.0,30.96,-119.54,46.58,3.69,5.83
1105,201503,2557.41,30.96,-61.34,122.21,3.69,5.83
1105,201603,2322.23,30.96,-34.16,133.59,3.69,5.83
1106,201112,803.16,12.54,52.6,98.05,0.37,10.85
1106,201212,890.4,12.54,45.03,96.67,0.37,10.85
1106,201312,1006.47,12.54,54.53,111.58,0.37,10.85
1106,201412,1135.22,14.54,64.62,117.87,0.37,10.85
1106,201512,1150.97,14.54,49.11,133.68,0.37,10.85
1119,201103,1109.16,61.01,69.46,141.37,0.53,8.21
1119,201203,1011.3,61.01,54.26,119.25,0.53,8.21
1119,201303,880.84,61.01,31.14,81.72,0.53,8.21
1119,201403,812.44,60.23,12.58,53.09,0.53,8.21
1119,201503,859.18,60.17,21.33,70.38,0.53,8.21
1119,201603,902.75,60.17,27.02,80.92,0.53,8.21
1121,201103,1089.58,12.0,28.54,88.0,1.24,10.42
1121,201203,1115.68,12.0,48.4,137.55,1.24,10.42
1121,201303,1271.79,12.0,20.56,133.05,1.24,10.42
1121,201403,1171.05,12.0,20.26,133.64,1.24,10.42
1121,201503,1197.15,12.0,20.32,137.8,1.24,10.42
1121,201603,1306.9,12.0,24.0,154.53,1.24,10.42
1127,201103,3647.76,77.15,295.26,803.14,1.27,14.0
1127,201203,4083.92,81.04,268.3,796.82,1.27,14.0
1127,201303,3838.46,90.98,30.11,579.35,1.27,14.0
1127,201403,4639.74,92.48,3.9,502.01,1.27,14.0
1127,201503,4814.97,92.48,49.39,613.16,1.27,14.0
1127,201603,4844.82,95.3,71.25,701.1,1.27,14.0
1128,201103,982.85,10.99,263.63,426.22,0.21,23.6
1128,201203,2069.0,10.99,431.6,786.83,0.21,23.6
1128,201303,1596.08,10.99,398.34,759.61,0.21,23.6
1128,201403,1140.94,10.99,74.42,254.83,0.21,23.6
1128,201503,1320.97,10.99,382.36,613.37,0.21,23.6
1128,201603,1338.31,10.99,104.15,339.63,0.21,23.6
1129,201103,953.27,14.72,60.66,148.76,0.08,15.6
1129,201203,1312.79,14.72,80.72,201.73,0.08,15.6
1129,201303,1590.21,14.72,100.55,222.31,0.08,15.6
1129,201403,1882.31,15.12,116.74,239.71,0.08,15.6
1129,201503,2233.14,15.89,168.36,288.79,0.08,15.6
1129,201603,2448.04,15.89,234.89,407.95,0.08,15.6
1131,201112,1613.04,8.84,107.14,161.37,0.0,10.69
1131,201212,1660.73,8.84,85.17,133.65,0.0,10.69
1131,201312,1706.99,8.84,86.16,137.09,0.0,10.69
1131,201503,2403.67,8.84,114.2,194.52,0.0,10.69
1131,201603,2187.62,8.84,138.51,237.42,0.0,10.69
1140,201103,884.74,35.85,49.67,160.01,0.45,14.08
1140,201203,1100.18,35.85,114.4,237.57,0.45,14.08
1140,201303,1383.94,35.85,124.53,287.22,0.45,14.08
1140,201403,1270.52,35.85,75.38,260.5,0.45,14.08
1140,201503,1379.19,35.95,55.84,208.92,0.45,14.08
1140,201603,1035.21,35.98,37.55,161.82,0.45,14.08
1147,201112,544.58,15.39,47.44,83.36,0.0,10.3
1147,201212,503.52,15.39,37.77,66.71,0.0,10.3
1147,201312,434.47,15.39,33.12,59.29,0.0,10.3
1147,201503,551.85,15.39,23.64,44.86,0.0,10.3
1147,201603,450.95,15.39,28.34,50.96,0.0,10.3
1149,201103,815.72,39.28,42.48,107.51,0.18,12.26
1149,201203,967.43,39.4,42.84,99.35,0.18,12.26
1149,201303,840.22,39.5,29.15,84.02,0.18,12.26
1149,201403,715.92,39.5,14.29,58.82,0.18,12.26
1149,201503,979.22,39.62,29.44,85.99,0.18,12.26
1149,201603,1091.55,39.72,72.32,151.01,0.18,12.26
1150,201103,1060.56,10.83,38.3,106.07,0.65,8.23
1150,201203,1068.31,10.83,19.63,88.46,0.65,8.23
1150,201303,1180.23,10.83,21.53,97.05,0.65,8.23
1150,201403,1211.58,10.83,16.52,94.43,0.65,8.23
1150,201503,1294.13,10.83,39.98,112.78,0.65,8.23
1150,201603,1302.0,10.83,40.4,121.93,0.65,8.23
1165,201103,363.41,8.63,42.83,61.38,0.0,20.98
1165,201203,373.77,17.26,50.19,70.42,0.0,20.98
1165,201303,442.42,17.26,67.34,86.56,0.0,20.98
1165,201403,583.11,17.26,122.89,151.14,0.0,20.98
1165,201503,556.43,17.26,106.3,137.31,0.0,20.98
1165,201603,541.57,17.26,101.25,119.16,0.0,20.98
1167,201112,1338.68,39.19,4.12,164.81,4.1,8.89
1167,201212,1184.41,39.19,-64.39,105.39,4.1,8.89
1167,201312,1426.18,39.19,-72.78,104.73,4.1,8.89
1167,201412,1513.21,39.19,-43.79,121.96,4.1,8.89
1167,201603,1909.2,39.19,-33.39,183.3,4.1,8.89
1180,201103,1554.21,15.2,30.52,127.38,2.71,6.19
1180,201203,2024.17,15.28,34.36,150.22,2.71,6.19
1180,201303,2239.3,19.29,30.5,160.2,2.71,6.19
1180,201403,2526.58,19.29,35.14,169.49,2.71,6.19
1180,201503,2711.88,38.58,20.55,167.75,2.71,6.19
1186,201103,1244.43,40.03,31.53,220.12,1.6,12.54
1186,201203,1407.83,40.03,-80.76,72.65,1.6,12.54
1186,201303,1710.43,40.03,41.84,303.5,1.6,12.54
1186,201403,1849.52,40.03,69.25,331.26,1.6,12.54
1186,201503,1802.95,40.03,-28.01,204.88,1.6,12.54
1186,201603,1775.7,40.03,42.9,223.5,1.6,12.54
1189,201103,86.41,99.24,40.22,76.81,0.35,12.91
1189,201203,260.71,123.94,11.42,60.04,0.35,12.91
1189,201303,605.35,123.94,54.8,98.7,0.35,12.91
1189,201403,2018.78,123.94,147.48,200.5,0.35,12.91
1189,201503,2551.08,123.94,189.91,266.56,0.35,12.91
1189,201603,2569.54,123.94,119.02,188.85,0.35,12.91
1190,201103,327.14,44.29,30.47,63.04,0.58,18.36
1190,201203,479.48,44.29,38.28,78.39,0.58,18.36
1190,201303,502.84,44.29,35.94,96.65,0.58,18.36
1190,201403,358.64,44.29,10.42,54.89,0.58,18.36
1190,201503,259.88,44.29,-2.09,34.4,0.58,18.36
1190,201603,152.07,44.29,-6.6,28.04,0.58,18.36
1196,201103,2379.7,16.43,110.91,324.5,10.01,4.96
1196,201203,2592.45,16.44,85.54,341.99,10.01,4.96
1196,201303,2801.87,16.45,64.83,345.3,10.01,4.96
1196,201403,3325.76,16.45,32.32,366.88,10.01,4.96
1196,201503,2781.73,21.91,-269.98,185.36,10.01,4.96
1196,201603,2492.43,21.91,-501.78,124.55,10.01,4.96
1208,201103,211.77,8.74,5.74,26.77,0.82,2.92
1208,201203,257.55,8.74,8.34,29.55,0.82,2.92
1208,201303,283.15,8.74,-1.8,19.48,0.82,2.92
1208,201403,344.29,8.74,5.57,29.95,0.82,2.92
1208,201503,280.57,8.74,-3.23,11.69,0.82,2.92
1208,201603,233.92,8.74,-5.38,6.84,0.82,2.92
1210,201103,89.5,43.63,-9.81,12.16,0.0,3.02
1210,201203,44.0,43.63,6.06,16.5,0.0,3.02
1210,201303,55.95,43.63,-2.66,0.11,0.0,3.02
1214,201103,463.92,16.59,33.41,59.46,0.31,6.73
1214,201203,414.4,16.59,1.09,20.93,0.31,6.73
1214,201303,418.92,16.59,1.19,15.84,0.31,6.73
1214,201403,506.92,16.59,1.48,17.0,0.31,6.73
1214,201503,601.06,16.59,5.4,27.27,0.31,6.73
1214,201603,530.86,16.59,16.69,40.01,0.31,6.73
1215,201103,189.3,16.83,0.67,17.44,0.55,6.24
1215,201203,214.46,16.83,-0.37,16.84,0.55,6.24
1215,201303,218.49,16.83,14.21,33.76,0.55,6.24
1215,201403,225.14,16.83,0.54,15.53,0.55,6.24
1215,201503,198.58,16.83,-2.51,10.83,0.55,6.24
1215,201603,176.93,16.83,0.46,11.53,0.55,6.24
1216,201103,80.0,4.59,9.67,19.98,0.15,23.13
1216,201203,78.74,4.59,7.47,18.83,0.15,23.13
1216,201303,115.93,4.59,23.48,41.51,0.15,23.13
1216,201403,112.67,4.59,16.45,31.85,0.15,23.13
1216,201503,110.39,4.59,10.23,26.72,0.15,23.13
1216,201603,101.31,4.59,8.66,26.19,0.15,23.13
1220,201103,2796.06,151.82,139.41,427.9,0.62,3.55
1220,201203,2968.8,151.82,31.96,253.81,0.62,3.55
1220,201303,2910.13,151.82,41.26,243.19,0.62,3.55
1220,201403,2637.45,151.82,-8.18,145.08,0.62,3.55
1220,201503,2761.38,151.82,-21.53,126.52,0.62,3.55
1220,201603,2535.65,151.82,56.0,69.76,0.62,3.55
1223,201103,231.21,20.49,42.01,213.02,10.21,92.38
1223,201203,286.18,20.49,43.76,257.1,10.21,92.38
1223,201303,392.48,20.49,54.12,359.28,10.21,92.38
1223,201403,577.74,20.49,75.71,531.63,10.21,92.38
1223,201503,816.31,26.62,86.24,751.74,10.21,92.38
1223,201603,1082.93,26.62,157.11,1001.01,10.21,92.38
1224,201103,157.24,1.84,4.3,6.49,0.01,2.76
1224,201203,211.48,1.84,5.01,7.46,0.01,2.76
1224,201303,243.56,1.83,5.94,9.03,0.01,2.76
1224,201403,292.78,1.83,7.49,11.38,0.01,2.76
1224,201503,441.56,1.83,12.34,18.8,0.01,2.76
1224,201603,335.36,1.83,7.21,11.19,0.01,2.76
1225,201103,840.79,29.39,3.59,81.72,43.57,12.67
1225,201203,614.7,29.39,10.25,85.7,43.57,12.67
1225,201303,578.34,29.39,12.21,94.66,43.57,12.67
1225,201403,524.11,29.39,-33.79,51.2,43.57,12.67
1225,201503,363.58,29.39,-74.16,7.15,43.57,12.67
1225,201603,364.0,29.39,-11.71,47.44,43.57,12.67
